SMILES,Rewards,Imp,MW
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([C@@H]2CCCO2)C(F)=C1N)c1cccnc1O,"[0.492, 0.7494657457051076, 0.4868883169575128]",[0.358      0.37668019 0.31685622],0
0:CC1CC(=O)N(C)[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)C1,"[0.492, 0.6500934476077208, 0.5651009817763436]",[0.358      0.27730789 0.39506888],0
CC1CC(=O)N(C)[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)C1,"[0.492, 0.6500934476077208, 0.5651009817763436]",[0.358      0.27730789 0.39506888],469.5370000000002
CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)[C@H]1COCCCN1C,"[0.492, 0.5804320705343604, 0.5455640587949204]",[0.358      0.20764652 0.37553196],497.63500000000033
0:CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)[C@H]1COCCCN1C,"[0.492, 0.5804320705343604, 0.5455640587949204]",[0.358      0.20764652 0.37553196],0
0:CSN1CCCCC[C@H]1CC(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.491, 0.4503313334202771, 0.5201322731802562]",[0.357      0.07754578 0.35010017],0
CSN1CCCCC[C@H]1CC(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.491, 0.4503313334202771, 0.5201322731802562]",[0.357      0.07754578 0.35010017],462.65500000000026
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N2CC2=O)C=CC(F)=C1N)c1cccnc1O,"[0.489, 0.7359326788626124, 0.4847636592470177]",[0.355      0.36314712 0.31473156],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N2CC2=O)C=CC(F)=C1N)c1cccnc1O,"[0.489, 0.7359326788626124, 0.4847636592470177]",[0.355      0.36314712 0.31473156],401.4620000000001
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(N2CCCCC[C@@H]2C)C=CN=C1O,"[0.489, 0.5558429052915614, 0.5537493020701103]",[0.355      0.18305735 0.3837172 ],497.6350000000004
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1(N2CCCCC[C@@H]2C)C=CN=C1O,"[0.489, 0.5558429052915614, 0.5537493020701103]",[0.355      0.18305735 0.3837172 ],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N2[CH]CC=CC2)C=CC(F)=C1N)c1cccnc1O,"[0.488, 0.6886493300755039, 0.5265583188044193]",[0.354      0.31586377 0.35652622],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N2[CH]CC=CC2)C=CC(F)=C1N)c1cccnc1O,"[0.488, 0.6886493300755039, 0.5265583188044193]",[0.354      0.31586377 0.35652622],426.5360000000001
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([CH]CN2[CH][NH2+]C2=O)C(F)=C1N)c1cccnc1O,"[0.488, 0.579617245257118, 0.4951080185892601]",[0.354      0.20683169 0.32507592],417.4850000000001
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([CH]CN2[CH][NH2+]C2=O)C(F)=C1N)c1cccnc1O,"[0.488, 0.579617245257118, 0.4951080185892601]",[0.354      0.20683169 0.32507592],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1([C@H]2CCC[C@@H](O)CC2)C(N)=C1F)c1cccnc1O,"[0.488, 0.5456961145835738, 0.5007897059208049]",[0.354      0.17291056 0.33075761],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1([C@H]2CCC[C@@H](O)CC2)C(N)=C1F)c1cccnc1O,"[0.488, 0.5456961145835738, 0.5007897059208049]",[0.354      0.17291056 0.33075761],472.58100000000024
0:CC1CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)C(=O)NCCC(=O)C1,"[0.486, 0.5374913998071319, 0.5517365881056734]",[0.352      0.16470584 0.38170449],0
CC1CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)C(=O)NCCC(=O)C1,"[0.486, 0.5374913998071319, 0.5517365881056734]",[0.352      0.16470584 0.38170449],497.54700000000037
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([CH]C[NH2+]C2CC2)C(F)=C1N)c1cccnc1O,"[0.485, 0.5781488419528277, 0.4979782365067623]",[0.351      0.20536329 0.32794614],403.5220000000001
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([CH]C[NH2+]C2CC2)C(F)=C1N)c1cccnc1O,"[0.485, 0.5781488419528277, 0.4979782365067623]",[0.351      0.20536329 0.32794614],0
0:C/C(=C\O)NN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.485, 0.5218712883466721, 0.4901405073222084]",[0.351      0.14908573 0.32010841],0
C/C(=C\O)NN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.485, 0.5218712883466721, 0.4901405073222084]",[0.351      0.14908573 0.32010841],417.5050000000002
CC(C(=O)[CH][C@H]1C(O)CCC[N+](C)([O-])C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.485, 0.33415834946995093, 0.5711991949672715]",[ 0.351      -0.03862721  0.4011671 ],487.55200000000013
0:CC(C(=O)[CH][C@H]1C(O)CCC[N+](C)([O-])C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.485, 0.33415834946995093, 0.5711991949672715]",[ 0.351      -0.03862721  0.4011671 ],0
[CH]CC(=O)N1C(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.484, 0.7727125633183562, 0.4769807780117208]",[0.35       0.39992701 0.30694868],374.4360000000002
0:[CH]CC(=O)N1C(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.484, 0.7727125633183562, 0.4769807780117208]",[0.35       0.39992701 0.30694868],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N(C)[C@@H]2CCCCO2)C=CC(F)=C1N)c1cccnc1O,"[0.484, 0.6592226433172921, 0.5034539849312104]",[0.35       0.28643709 0.33342189],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N(C)[C@@H]2CCCCO2)C=CC(F)=C1N)c1cccnc1O,"[0.484, 0.6592226433172921, 0.5034539849312104]",[0.35       0.28643709 0.33342189],459.5860000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([C@@H](O)CN)C(F)=C1N)c1cccnc1O,"[0.484, 0.5522733942657788, 0.47916616070273976]",[0.35       0.17948784 0.30913406],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([C@@H](O)CN)C(F)=C1N)c1cccnc1O,"[0.484, 0.5522733942657788, 0.47916616070273976]",[0.35       0.17948784 0.30913406],379.45600000000013
0:CC(C(=O)[CH][C@H]1C2C=CC2(C)NC(=O)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.484, 0.44731746558745517, 0.5886235904182389]",[0.35       0.07453191 0.41859149],0
CC(C(=O)[CH][C@H]1C2C=CC2(C)NC(=O)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.484, 0.44731746558745517, 0.5886235904182389]",[0.35       0.07453191 0.41859149],479.53200000000015
CC(C)CCN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.483, 0.6638765141851671, 0.5175794857697464]",[0.349      0.29109096 0.34754739],416.5610000000002
0:CC(C)CCN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.483, 0.6638765141851671, 0.5175794857697464]",[0.349      0.29109096 0.34754739],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(CCc2nnnn2C)C(F)=C1N)c1cccnc1O,"[0.483, 0.6397310793377212, 0.5048760959621568]",[0.349      0.26694552 0.334844  ],430.50800000000015
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(CCc2nnnn2C)C(F)=C1N)c1cccnc1O,"[0.483, 0.6397310793377212, 0.5048760959621568]",[0.349      0.26694552 0.334844  ],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)=C1[C@@H]1CCN(S)C[NH2+]C1)c1cccnc1O,"[0.483, 0.4382086340917575, 0.5242145632852873]",[0.349      0.06542308 0.35418247],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)=C1[C@@H]1CCN(S)C[NH2+]C1)c1cccnc1O,"[0.483, 0.4382086340917575, 0.5242145632852873]",[0.349      0.06542308 0.35418247],503.6440000000003
C[C](Cl)NN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.482, 0.5985818871198786, 0.45621113557962556]",[0.348      0.22579633 0.28617904],422.9320000000002
0:C[C](Cl)NN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.482, 0.5985818871198786, 0.45621113557962556]",[0.348      0.22579633 0.28617904],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N[C@](C)(C[NH3+])CF)C=CC(F)=C1N)c1cccnc1O,"[0.482, 0.4815166752002817, 0.5073354375996857]",[0.348      0.10873112 0.33730334],451.5620000000001
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N[C@](C)(C[NH3+])CF)C=CC(F)=C1N)c1cccnc1O,"[0.482, 0.4815166752002817, 0.5073354375996857]",[0.348      0.10873112 0.33730334],0
0:COc1ccc(Cl)cc1OCN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.482, 0.4772516223655967, 0.48888207207139556]",[0.348      0.10446607 0.31884997],0
COc1ccc(Cl)cc1OCN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.482, 0.4772516223655967, 0.48888207207139556]",[0.348      0.10446607 0.31884997],517.0210000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([C@@H](C)[C@@H](C)CO)C(F)=C1N)c1cccnc1O,"[0.48, 0.6011833962168707, 0.4786835786142106]",[0.346      0.22839784 0.30865148],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N([C@@H](C)[C@@H](C)CO)C(F)=C1N)c1cccnc1O,"[0.48, 0.6011833962168707, 0.4786835786142106]",[0.346      0.22839784 0.30865148],406.5220000000001
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(CCC[NH+]Cc2ccccc2Cl)C=CC(F)=C1N)c1cccnc1O,"[0.48, 0.3980006104044014, 0.4727546805260018]",[0.346      0.02521506 0.30272258],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(CCC[NH+]Cc2ccccc2Cl)C=CC(F)=C1N)c1cccnc1O,"[0.48, 0.3980006104044014, 0.4727546805260018]",[0.346      0.02521506 0.30272258],528.0920000000002
CC(C(=O)[CH][C@H]1C(C)C(=O)CCC(=O)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.478, 0.6044969537114852, 0.5739551761810031]",[0.344      0.2317114  0.40392308],496.55900000000014
0:CC(C(=O)[CH][C@H]1C(C)C(=O)CCC(=O)CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.478, 0.6044969537114852, 0.5739551761810031]",[0.344      0.2317114  0.40392308],0
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(O)N2CCCCS[C@@H](c3cccnc3O)CCC2)N1C(=O)c1cccc(F)c1N,"[0.477, 0.4261766844576078, 0.5740643058903345]",[0.343      0.05339113 0.40403221],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(O)N2CCCCS[C@@H](c3cccnc3O)CCC2)N1C(=O)c1cccc(F)c1N,"[0.477, 0.4261766844576078, 0.5740643058903345]",[0.343      0.05339113 0.40403221],571.7390000000001
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N(C)C[C@H]2CCCO2)C=CC(F)=C1N)c1cccnc1O,"[0.476, 0.6401248227560771, 0.5139656580691864]",[0.342      0.26733927 0.34393356],459.5860000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(N(C)C[C@H]2CCCO2)C=CC(F)=C1N)c1cccnc1O,"[0.476, 0.6401248227560771, 0.5139656580691864]",[0.342      0.26733927 0.34393356],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](CO)C(F)(F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.475, 0.4463119749044692, 0.5502167960780029]",[0.341      0.07352642 0.3801847 ],0
CC(C(=O)[CH][C@H]1CCC[C@@H](CO)C(F)(F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.475, 0.4463119749044692, 0.5502167960780029]",[0.341      0.07352642 0.3801847 ],464.46400000000017
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(CO[C@H]2C[C@H]2C)C=CC(F)=C1N)c1cccnc1O,"[0.474, 0.6743012880067925, 0.48267326137173816]",[0.34       0.30151573 0.31264116],430.5440000000001
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N(CO[C@H]2C[C@H]2C)C=CC(F)=C1N)c1cccnc1O,"[0.474, 0.6743012880067925, 0.48267326137173816]",[0.34       0.30151573 0.31264116],0
CC(C(=O)[CH][C@H]1C(CO)N[C@@H](CSO)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.474, 0.2688283284749331, 0.5773064762950264]",[ 0.34       -0.10395723  0.40727438],505.5920000000002
0:CC(C(=O)[CH][C@H]1C(CO)N[C@@H](CSO)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.474, 0.2688283284749331, 0.5773064762950264]",[ 0.34       -0.10395723  0.40727438],0
C/C=C(\C)NN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.471, 0.6438093528370017, 0.4884941295589148]",[0.337      0.2710238  0.31846203],415.5330000000002
0:C/C=C(\C)NN1C=CC(F)=C(N)[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.471, 0.6438093528370017, 0.4884941295589148]",[0.337      0.2710238  0.31846203],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1(CCO[C@@H]2CCCCNC2)C(N)=C1F)c1cccnc1O,"[0.468, 0.4758345404281293, 0.5311038926656726]",[0.334      0.10304899 0.36107179],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1(CCO[C@@H]2CCCCNC2)C(N)=C1F)c1cccnc1O,"[0.468, 0.4758345404281293, 0.5311038926656726]",[0.334      0.10304899 0.36107179],501.6230000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](CNc2ccc(C(F)F)cc2F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.452, 0.23227702833391578, 0.5808870819240743]",[ 0.318      -0.14050853  0.41085498],0
CC(C(=O)[CH][C@H]1CCC[C@@H](CNc2ccc(C(F)F)cc2F)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.452, 0.23227702833391578, 0.5808870819240743]",[ 0.318      -0.14050853  0.41085498],557.5680000000002
0:CC(C(=O)[CH][C@H]1CC(Nc2cccc3ccccc23)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.449, 0.2596383197551484, 0.5535674515925647]",[ 0.315      -0.11314724  0.38353535],0
CC(C(=O)[CH][C@H]1CC(Nc2cccc3ccccc23)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.449, 0.2596383197551484, 0.5535674515925647]",[ 0.315      -0.11314724  0.38353535],539.6310000000003
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1ccc(C[C@H]2CCCC[C@@H]2CNC(N)=O)c(F)c1N)c1cccnc1O,"[0.448, 0.3284682221658685, 0.5420705622951638]",[ 0.314      -0.04431733  0.37203846],566.6980000000004
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1ccc(C[C@H]2CCCC[C@@H]2CNC(N)=O)c(F)c1N)c1cccnc1O,"[0.448, 0.3284682221658685, 0.5420705622951638]",[ 0.314      -0.04431733  0.37203846],0
COc1ccc(CNC2CC[C@H]([CH]C(=O)C(C)c3cccnc3O)N(C(=O)c3cccc(F)c3N)[C@@H]2C)c(Br)c1,"[0.448, 0.2911243182439387, 0.5808879466749498]",[ 0.314      -0.08166124  0.41085585],612.5200000000002
0:COc1ccc(CNC2CC[C@H]([CH]C(=O)C(C)c3cccnc3O)N(C(=O)c3cccc(F)c3N)[C@@H]2C)c(Br)c1,"[0.448, 0.2911243182439387, 0.5808879466749498]",[ 0.314      -0.08166124  0.41085585],0
[CH]Cc1cc(F)ccc1OCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.447, 0.38313288297209563, 0.6101330763355814]",[0.313      0.01034733 0.44010098],534.5830000000002
0:[CH]Cc1cc(F)ccc1OCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.447, 0.38313288297209563, 0.6101330763355814]",[0.313      0.01034733 0.44010098],0
CC(C(=O)[CH][C@H]1CCC[C@@H](CNC(=O)c2ccc(F)cc2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.443, 0.3743665247372806, 0.5861847681796714]",[0.309      0.00158097 0.41615267],535.5710000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](CNC(=O)c2ccc(F)cc2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.443, 0.3743665247372806, 0.5861847681796714]",[0.309      0.00158097 0.41615267],0
0:Cc1ccccc1C(=O)NCc1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.442, 0.36867584172700596, 0.5183692566425583]",[ 0.308      -0.00410971  0.34833716],0
Cc1ccccc1C(=O)NCc1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.442, 0.36867584172700596, 0.5183692566425583]",[ 0.308      -0.00410971  0.34833716],527.6450000000002
0:CC(C(=O)[CH][C@H]1C(C(=O)Nc2ccc(F)cc2Cl)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.442, 0.32653220032840413, 0.521226629715415]",[ 0.308      -0.04625335  0.35119453],0
CC(C(=O)[CH][C@H]1C(C(=O)Nc2ccc(F)cc2Cl)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.442, 0.32653220032840413, 0.521226629715415]",[ 0.308      -0.04625335  0.35119453],513.9080000000002
Cc1ccc([C@@H]2CCC[C@H]([CH]C(=O)C(C)c3cccnc3O)N2C(=O)c2cccc(F)c2N)cc1,"[0.441, 0.48298399683251, 0.5554938526969381]",[0.307      0.11019844 0.38546175],474.5560000000002
0:Cc1ccc([C@@H]2CCC[C@H]([CH]C(=O)C(C)c3cccnc3O)N2C(=O)c2cccc(F)c2N)cc1,"[0.441, 0.48298399683251, 0.5554938526969381]",[0.307      0.11019844 0.38546175],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cc(CCc2cccc(F)c2NC=O)cc(F)c1N)c1cccnc1O,"[0.441, 0.23651643376198, 0.5649558872961877]",[ 0.307      -0.13626912  0.39492379],563.6250000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cc(CCc2cccc(F)c2NC=O)cc(F)c1N)c1cccnc1O,"[0.441, 0.23651643376198, 0.5649558872961877]",[ 0.307      -0.13626912  0.39492379],0
0:CC(C(=O)[CH][C@H]1CC(N=C(N)c2ccccc2[N+]=N)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.441, 0.1501787732344911, 0.5766482416018689]",[ 0.307      -0.22260678  0.40661614],0
CC(C(=O)[CH][C@H]1CC(N=C(N)c2ccccc2[N+]=N)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.441, 0.1501787732344911, 0.5766482416018689]",[ 0.307      -0.22260678  0.40661614],530.5840000000003
0:CC(C(=O)[CH][C@H]1CC(Nc2ccccc2)C(=O)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.439, 0.41952338913201415, 0.5814597403244207]",[0.305      0.04673783 0.41142764],0
CC(C(=O)[CH][C@H]1CC(Nc2ccccc2)C(=O)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.439, 0.41952338913201415, 0.5814597403244207]",[0.305      0.04673783 0.41142764],503.5540000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc([NH+](C)Cc2ccc(F)cc2)cnc1O,"[0.439, 0.3787074215382653, 0.5663474573502155]",[0.305      0.00592187 0.39631536],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc([NH+](C)Cc2ccc(F)cc2)cnc1O,"[0.439, 0.3787074215382653, 0.5663474573502155]",[0.305      0.00592187 0.39631536],536.6230000000003
0:CC(C(=O)[CH][C@H]1C([CH]c2ccccc2F)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.437, 0.49469946189765923, 0.5463338398285726]",[0.303      0.12191391 0.37630174],0
CC(C(=O)[CH][C@H]1C([CH]c2ccccc2F)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.437, 0.49469946189765923, 0.5463338398285726]",[0.303      0.12191391 0.37630174],477.5110000000002
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(Nc2cccnn2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.437, 0.4277874961616711, 0.543000793970495]",[0.303      0.05500194 0.3729687 ],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(Nc2cccnn2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.437, 0.4277874961616711, 0.543000793970495]",[0.303      0.05500194 0.3729687 ],491.54700000000025
CC(C(=O)[CH][C@H]1CC([N+]N(C)c2ccccc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.437, 0.35786859597326764, 0.5720218654882446]",[ 0.303      -0.01491696  0.40198977],503.5780000000002
0:CC(C(=O)[CH][C@H]1CC([N+]N(C)c2ccccc2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.437, 0.35786859597326764, 0.5720218654882446]",[ 0.303      -0.01491696  0.40198977],0
CNC(=O)NCC(=O)NC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.437, 0.32959005449042983, 0.5716425962397333]",[ 0.303     -0.0431955  0.4016105],513.5500000000002
0:CNC(=O)NCC(=O)NC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.437, 0.32959005449042983, 0.5716425962397333]",[ 0.303     -0.0431955  0.4016105],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](N[C@H]2[CH]c3ccccc3C2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.436, 0.40856886626956246, 0.5465175270745788]",[0.302      0.03578331 0.37648543],0
CC(C(=O)[CH][C@H]1CCC[C@@H](N[C@H]2[CH]c3ccccc3C2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.436, 0.40856886626956246, 0.5465175270745788]",[0.302      0.03578331 0.37648543],514.6010000000003
CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)CON(C)c1ccccc1Cl,"[0.436, 0.24070805248942015, 0.5612407979735298]",[ 0.302     -0.1320775  0.3912087],554.0860000000002
0:CC(c1cccnc1O)C([CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)CON(C)c1ccccc1Cl,"[0.436, 0.24070805248942015, 0.5612407979735298]",[ 0.302     -0.1320775  0.3912087],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1Cn1ncc[nH+]c1=O,"[0.435, 0.5041707729964371, 0.5569003042241238]",[0.301      0.13138522 0.38686821],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1Cn1ncc[nH+]c1=O,"[0.435, 0.5041707729964371, 0.5569003042241238]",[0.301      0.13138522 0.38686821],492.55500000000023
0:Cc1cccc(O)c1CC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.435, 0.3811632388680398, 0.5725043942803767]",[0.301      0.00837768 0.4024723 ],0
Cc1cccc(O)c1CC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.435, 0.3811632388680398, 0.5725043942803767]",[0.301      0.00837768 0.4024723 ],518.6090000000002
CC(C)c1c(F)cccc1Oc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.435, 0.3207160083645585, 0.5623052997045939]",[ 0.301      -0.05206955  0.3922732 ],534.6270000000002
0:CC(C)c1c(F)cccc1Oc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.435, 0.3207160083645585, 0.5623052997045939]",[ 0.301      -0.05206955  0.3922732 ],0
0:CC(C(=O)C(N[C@@H](C)c1cccc(Cl)c1)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.435, 0.3121734922249544, 0.5145004861492473]",[ 0.301      -0.06061206  0.34446839],0
CC(C(=O)C(N[C@@H](C)c1cccc(Cl)c1)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.435, 0.3121734922249544, 0.5145004861492473]",[ 0.301      -0.06061206  0.34446839],553.0780000000003
0:CC(C(=O)[CH][C@H]1CCC(C(=O)NCc2ccccc2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.434, 0.40488372163873787, 0.5456877512002043]",[0.3        0.03209817 0.37565565],0
CC(C(=O)[CH][C@H]1CCC(C(=O)NCc2ccccc2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.434, 0.40488372163873787, 0.5456877512002043]",[0.3        0.03209817 0.37565565],503.5540000000002
CCN1C(=O)CCC[C@@H]1C(=O)NC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.433, 0.4165821328941337, 0.592459472325821]",[0.299      0.04379658 0.42242737],566.6540000000001
0:CCN1C(=O)CCC[C@@H]1C(=O)NC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.433, 0.4165821328941337, 0.592459472325821]",[0.299      0.04379658 0.42242737],0
